9000,8868,0.985333333
[178.86716259],[-20.73449811],[1.46011252]
[178.47238591],[-19.56430685],[1.53550111]
[178.61407142],[-19.65688604],[1.04093187]
[179.42531736],[-17.76390426],[0.73332651]
[179.26119259],[-19.1564908],[1.24555654]
[179.11101471],[-20.74031515],[1.40075178]
[179.07143542],[-18.42089114],[1.26730252]
[178.25914913],[-18.40655735],[1.75609906]
[178.21316796],[-18.64841638],[1.38406044]
[178.47352336],[-16.29833338],[1.5719647]
[178.34566672],[-18.05618418],[1.44922537]
[178.34566672],[-18.05618418],[1.44922537]
[178.34566672],[-18.05618418],[1.44922537]
[178.34566672],[-18.05618418],[1.44922537]
[178.55439303],[-18.84561292],[1.42982991]
[177.46864878],[-17.88287999],[1.1429055]
[178.34566672],[-18.05618418],[1.44922537]
[178.4188414],[-19.42862491],[1.36274964]
[179.28579083],[-19.33401285],[0.59116769]
[179.49004714],[-18.85960498],[0.7032732]
[179.82899662],[-19.05182238],[1.0415722]
[179.79990147],[-15.78747943],[1.31314362]
[179.40482295],[-16.18300346],[1.12022043]
[179.32368005],[-18.38858803],[0.93187239]
[179.71938075],[-16.55315381],[1.22884934]
[179.46785018],[-16.7363199],[1.06740401]
[-179.34768373],[-16.32087839],[0.76951273]
[-179.12275212],[-18.05361001],[0.7965751]
[-179.65743369],[-20.55617754],[0.92055091]
[-179.9911033],[-19.64719343],[1.1565351]
[179.79898728],[-19.10520989],[1.5871974]
[-179.45559975],[-19.07309438],[1.05491305]
[179.40737365],[-16.79899094],[1.27426157]
[-178.68877425],[-18.75863415],[0.90118785]
[-179.69838753],[-19.8363356],[0.87987407]
[-179.71280949],[-16.50939546],[1.3168882]
[-179.75896397],[-14.45217498],[1.95561437]
[179.30860593],[-18.06997857],[2.29449071]
[179.34392689],[-19.98669917],[1.86037079]
[-179.48364799],[-17.61727258],[1.60433697]
[179.69183644],[-22.76046524],[1.54379035]
[-178.96588792],[-20.13640069],[1.72542549]
[-179.80030645],[-20.08017647],[1.56339562]
[179.40717001],[-21.61679605],[1.58720165]
[179.14207806],[-23.11170873],[1.47126353]
[179.71940255],[-22.75021581],[1.62691205]
[179.73567591],[-22.37903844],[1.77119956]
[178.62183579],[-21.44461256],[1.51397937]
[179.65626484],[-23.16032019],[1.86223979]
[178.37828532],[-23.33026104],[1.6456368]
[-179.48296808],[-18.02314236],[1.48894718]
[-179.70417057],[-20.25619237],[1.86450686]
[179.87408798],[-18.8401145],[2.05041052]
[-178.84763642],[-20.00943772],[0.96490767]
[-178.73125309],[-22.24517266],[2.14342666]
[-177.53849183],[-23.20180245],[1.50457187]
[-177.92483858],[-25.27617955],[1.34561034]
[-178.91488824],[-24.1376534],[1.13504708]
[-177.97436337],[-24.83989541],[0.81462181]
[-179.28378732],[-22.7927608],[1.44359202]
[-178.80304153],[-22.65068146],[1.45276508]
[-178.79705023],[-22.86267528],[0.91877302]
[-179.9437497],[-22.07736806],[1.80928136]
[-178.81203485],[-22.6939097],[1.40049638]
[-178.49527378],[-21.86431143],[1.62115275]
[-177.91364057],[-21.50529617],[1.71940913]
[-178.14005067],[-21.31649198],[1.14727507]
[-177.38141633],[-19.85795143],[0.9482611]
[-178.00782694],[-20.90542835],[1.23398901]
[-177.87337092],[-21.59530383],[1.20194903]
[-177.75689187],[-24.22230306],[1.33752188]
[-178.01944346],[-23.99172126],[1.56568677]
[-177.07174526],[-24.18193239],[1.11320413]
[-177.08408854],[-23.71085346],[1.574568]
[-177.51395204],[-22.96651982],[1.47421014]
[-177.62249859],[-25.22213677],[1.85111904]
[-177.56386326],[-25.76004218],[1.8011711]
[-177.96458141],[-25.94545427],[1.67818668]
[-177.90412432],[-24.21127748],[1.83519116]
[-177.3774259],[-25.3794425],[1.49923685]
[-178.23593188],[-24.97514927],[1.65891249]
[-178.14743326],[-24.68942507],[1.72803919]
[-177.52876539],[-24.94144327],[1.91969755]
[-178.97519767],[-25.46980404],[1.43730428]
[-178.38512687],[-25.25686991],[1.58183903]
[-178.15123006],[-24.98212491],[1.15691597]
[-178.41714579],[-24.37482759],[1.68268972]
[-177.00156936],[-23.91604125],[1.69374899]
[-177.7421783],[-23.50399839],[2.13509954]
[-177.02699963],[-22.7420562],[2.00466273]
[-177.45723597],[-23.57773867],[1.81485279]
[-177.63982503],[-24.71867326],[1.68959712]
[-177.91868238],[-23.60075082],[2.60256855]
[-177.27491185],[-23.93184554],[2.32038191]
[-177.61625056],[-23.26231254],[2.19837133]
[-176.48884277],[-24.13905715],[2.06290772]
[-177.57236527],[-25.88100293],[2.59087962]
[-176.30163391],[-25.58230168],[2.57318748]
[-175.59845476],[-26.01498421],[1.92427955]
[-177.29827007],[-26.00521195],[2.75276867]
[-178.42094637],[-25.97297529],[2.65365021]
[-178.01592801],[-25.72503275],[2.57605413]
[-177.34280197],[-22.13544137],[2.53602725]
[-177.80597066],[-23.92370998],[3.04863085]
[-176.78394937],[-23.71730696],[2.08279212]
[-176.10449442],[-26.1884173],[2.11786695]
[-176.99174584],[-25.54160989],[1.89104851]
[-176.09308567],[-25.31971324],[2.14044728]
[-175.93612256],[-24.69271491],[2.05661116]
[-176.18830106],[-27.19217477],[2.14996112]
[-175.69000244],[-25.2380062],[1.87078587]
[-177.0082912],[-24.83983777],[2.27340178]
[-176.94909646],[-24.03219276],[2.30877471]
[-176.05947923],[-24.65747099],[2.54978062]
[-177.15207046],[-26.07068178],[2.71571758]
[-176.53361239],[-24.74160441],[2.41102436]
[-176.95106622],[-25.07015346],[2.52746381]
[-176.69558658],[-24.74038896],[2.91388836]
[-176.78049959],[-26.41547293],[2.77903578]
[-176.87299809],[-23.67069266],[2.89523697]
[-176.02183211],[-25.72546196],[2.23109445]
[-175.74737123],[-25.00522626],[2.44294781]
[-177.27149597],[-24.92151849],[2.39076934]
[-176.66588081],[-24.09434762],[2.47265549]
[-176.57747657],[-24.7023912],[2.43481519]
[-178.93741893],[-25.24566093],[3.68193503]
[-179.84535478],[-25.93617456],[2.7624965]
[-176.82556754],[-24.60919888],[3.01586242]
[-177.10063695],[-26.77149607],[2.58737431]
[-175.60961707],[-23.85077116],[2.65652749]
[-176.16583457],[-24.92967622],[3.46760247]
[-177.97956809],[-24.53651659],[2.98282422]
[-175.31899386],[-25.26899045],[1.83903524]
[-176.55201199],[-25.62580091],[2.84565521]
[-176.78366637],[-25.31187438],[2.77758521]
[-177.38739647],[-25.67405103],[2.67716842]
[-177.62465229],[-24.05914602],[2.62779293]
[-177.00772536],[-23.88484651],[2.78772428]
[-176.57498611],[-22.76986977],[2.71407785]
[-175.96860595],[-22.40454937],[2.63174104]
[-175.15057958],[-22.74505515],[2.66957495]
[-176.26688137],[-21.13858515],[3.175487]
[-176.0080633],[-20.03434211],[2.82428527]
[-175.52065588],[-19.935762],[2.98323975]
[-175.52065588],[-19.935762],[2.98323975]
[-175.35710451],[-19.02505472],[2.9890264]
[-176.02656186],[-19.11946207],[3.32664434]
[-175.77694169],[-20.29585843],[3.35794753]
[-175.50623232],[-21.21489652],[3.44728045]
[-176.77767385],[-18.53282848],[3.65191981]
[-175.48288084],[-19.82105376],[3.47099084]
[-177.10016299],[-20.11136376],[3.49089591]
[-176.62542712],[-19.98447266],[3.65121733]
[-176.35258028],[-21.11772013],[3.67871047]
[-176.73520486],[-20.19002583],[3.58709677]
[-176.44120252],[-18.84421874],[3.72049479]
[-175.27142584],[-20.19274411],[3.0255788]
[-176.62315813],[-19.94884489],[3.65063255]
[-175.53603628],[-21.03293864],[3.49176962]
[-176.40409167],[-21.31816625],[3.54854237]
[-177.70843109],[-21.09215253],[3.71202984]
[-177.7812843],[-19.043811],[4.47825806]
[-175.89679417],[-20.32633228],[3.78297775]
[-175.89679417],[-20.32633228],[3.78297775]
[-176.30253215],[-19.54413362],[3.65747626]
[-177.02670196],[-21.0396213],[4.15838747]
[-176.59977795],[-20.85661881],[3.52638455]
[-175.8695246],[-19.82875077],[4.05954112]
[-176.66609085],[-19.68634232],[3.8395861]
[-176.15196589],[-19.39610837],[4.51174031]
[-175.31746299],[-19.47421133],[3.49375054]
[-175.96157983],[-16.6574841],[3.67961592]
[-175.35003419],[-20.98629871],[3.96796747]
[-176.67346323],[-19.54830716],[4.76044497]
[-177.94709166],[-19.77981836],[4.24845105]
[-175.61600954],[-21.71370463],[3.64004286]
[-175.7523296],[-20.37654841],[3.65302816]
[-175.122359],[-18.79024237],[3.66368313]
[-176.13290566],[-17.86388898],[4.08381539]
[-175.12085575],[-17.07359604],[3.75305]
[-175.58140042],[-17.22332111],[3.57294463]
[-176.00408784],[-17.36541809],[4.19146854]
[-174.92545779],[-19.35181926],[3.7290673]
[-176.15742791],[-16.82515642],[3.70050405]
[-175.69077005],[-16.92155161],[3.77824679]
[-174.41645472],[-18.64844908],[3.37129608]
[-173.94530508],[-18.5801059],[3.54244661]
[-174.84771739],[-18.4474386],[3.77099729]
[-175.44141634],[-18.23922491],[3.81194591]
[-174.06222887],[-18.25840192],[3.75810656]
[-175.38640967],[-17.77466195],[3.64340268]
[-175.31476402],[-18.53702242],[3.5985854]
[-175.44141634],[-18.23922491],[3.81194591]
[-175.86093131],[-19.10904195],[3.67673813]
[-175.6610741],[-16.41942637],[3.61646947]
[-176.80016687],[-17.75156534],[4.10135132]
[-175.76393784],[-17.88049814],[3.73355122]
[-174.63192868],[-18.65826443],[3.36416096]
[-175.90146456],[-19.36618864],[3.8419513]
[-175.89845438],[-19.31961314],[3.81868829]
[-175.9871845],[-18.14425216],[3.91255324]
[-176.40978834],[-19.72947331],[4.39163343]
[-175.77593871],[-20.26943895],[4.07910072]
[-176.14993711],[-20.83126839],[3.99116897]
[-175.11109472],[-21.52975035],[4.18946907]
[-175.09998827],[-23.36867306],[3.40080996]
[-175.7897664],[-22.32967035],[3.23256967]
[-176.23654851],[-24.86604744],[3.74968847]
[-176.96816682],[-23.53328913],[3.30088737]
[-175.88368179],[-24.50173818],[3.13964869]
[-176.92391173],[-24.25725181],[3.56754387]
[-176.85512537],[-24.85278984],[3.53326899]
[-176.55040844],[-24.92249511],[4.10593184]
[-175.71592852],[-23.91464617],[4.17034463]
[-175.54627586],[-23.67916936],[4.19975589]
[-175.54844272],[-24.7966096],[3.86810235]
[-176.7927042],[-25.20704951],[4.12481273]
[-174.95022596],[-24.98390437],[3.40613896]
[-176.32979208],[-24.66562584],[3.47598709]
[-175.11632012],[-28.48669089],[2.86616198]
[-175.51895477],[-27.47847208],[3.53507018]
[-176.37702382],[-25.57543141],[2.91196335]
[-175.29147538],[-26.54664608],[2.87932857]
[-176.41198357],[-27.22898279],[3.20789652]
[-177.06046541],[-26.44142532],[2.51006369]
[-176.43887934],[-24.67436928],[2.38304151]
[-177.72486829],[-24.52709788],[2.69317029]
[-178.4118581],[-23.00984432],[2.05683562]
[-177.72173861],[-21.29611133],[2.06392115]
[-177.4441698],[-22.69541548],[2.20839969]
[-177.98529207],[-23.70884516],[2.48066824]
[-176.52670162],[-23.15866898],[3.33348116]
[-175.98195953],[-23.8292618],[2.78444426]
[-176.54349452],[-22.81948269],[4.24754963]
[-176.74561944],[-22.60024498],[3.68446083]
[-176.62313792],[-22.31429269],[3.74205706]
[-177.51894174],[-23.66376046],[3.90309428]
[-176.9340164],[-24.60645811],[3.73006027]
[-177.16269196],[-23.22183047],[3.14583947]
[-177.62478893],[-20.81301588],[3.7374939]
[-175.80883055],[-22.11616351],[2.97617829]
[-177.23899823],[-21.86341529],[3.29107223]
[-176.35804848],[-23.17569025],[3.06226846]
[-176.60081372],[-22.18861444],[3.03437829]
[-177.93664387],[-22.76262383],[3.68390186]
[-177.60402944],[-21.5754691],[3.78271055]
[-175.96390088],[-20.3443681],[3.8224983]
[-175.92489889],[-23.10717813],[2.9613228]
[-176.37115519],[-21.91088853],[2.36982192]
[-176.69291592],[-21.29664997],[1.74461928]
[-177.67756702],[-20.14145429],[1.93104012]
[-178.0415775],[-22.37924964],[2.21915824]
[-177.60287758],[-22.1479477],[1.1618364]
[-177.17550605],[-24.26667189],[1.21687785]
[-176.67578625],[-21.62152853],[1.18841788]
[-176.59181551],[-21.21793266],[0.95695258]
[-177.42948456],[-21.79403145],[1.66662775]
[-177.30364078],[-22.98704999],[1.67815229]
[-177.11209278],[-20.64497064],[1.27946669]
[-176.6490975],[-20.4845375],[1.75383494]
[-177.31360487],[-20.37465443],[1.51335316]
[-177.29464634],[-22.23668168],[2.04895942]
[-176.12140259],[-23.38133715],[1.6791958]
[-177.26458453],[-20.12130005],[2.07031153]
[-176.53232267],[-22.28134256],[2.62586685]
[-176.73569274],[-20.35680422],[2.29626422]
[-177.12629465],[-22.67589236],[2.06607005]
[-176.25445841],[-21.06599529],[1.95821875]
[-175.89401227],[-22.70507097],[1.97418122]
[-176.30988361],[-21.74582495],[2.41455451]
[-174.58151941],[-22.3319199],[1.69220544]
[-176.65744709],[-22.41336563],[2.35047562]
[-177.85186753],[-22.54570592],[2.2332995]
[-177.17901429],[-23.10889167],[1.48218049]
[-178.64220693],[-22.28565097],[1.80875364]
[-179.53912492],[-22.12461773],[0.96276088]
[-178.84197005],[-23.19733012],[1.05211789]
[-178.15337073],[-22.88255064],[1.08229378]
[-177.64498726],[-24.67636106],[1.22822503]
[-177.97362757],[-24.02641778],[2.28119919]
[-176.57492524],[-24.33974246],[1.43217137]
[-176.4044512],[-24.55441872],[2.53350472]
[-177.77318337],[-26.69219187],[2.38573073]
[-177.71624614],[-27.59687461],[1.92417298]
[-176.74226535],[-31.94418037],[0.2959549]
[-174.11939173],[-32.62620896],[-1.65221696]
[-174.58928555],[-35.30383983],[-3.34923389]
[-172.16679815],[-36.03423578],[-3.99029096]
[-172.55938041],[-34.67910072],[-4.58730186]
[-171.45120877],[-33.83074026],[-5.1358638]
[-173.19693668],[-35.40869407],[-5.46370622]
[-171.63418852],[-35.84491988],[-4.61287466]
[-172.91997159],[-34.06386624],[-4.20618405]
[-173.22917132],[-35.78340089],[-3.41802893]
[-174.00158703],[-37.96988202],[-3.42207121]
[-171.86504213],[-37.13943798],[-4.35421371]
[-173.46044179],[-37.32829994],[-3.67034006]
[-171.93199851],[-37.56841526],[-4.35317593]
[-170.32254513],[-37.92291344],[-4.76061907]
[-173.54856469],[-39.8490928],[-3.48069578]
[-175.99422239],[-37.96412791],[-1.65838823]
[-173.90150919],[-37.18672811],[-3.51686838]
[-173.67333129],[-38.33814983],[-3.68868929]
[-172.53024932],[-39.08319243],[-4.78011047]
[-170.99397039],[-36.70197841],[-5.74348655]
[-171.56943081],[-34.77293454],[-3.02969374]
[-174.50944597],[-38.11209219],[-3.98542843]
[-173.95072513],[-34.87551899],[-3.75253454]
[-173.46851696],[-34.86172215],[-4.30804945]
[-173.30319906],[-36.14277181],[-4.40869606]
[-174.15868664],[-35.61637654],[-2.24030584]
[-175.28955956],[-33.77510562],[-3.23158871]
[-174.37372591],[-39.5393628],[-5.06999154]
[-175.73746765],[-36.52985099],[-3.04072891]
[-174.70815469],[-36.39712006],[-3.66644279]
[-175.72998275],[-36.99498237],[-3.06004722]
[-173.65445433],[-37.9048465],[-3.69377308]
[-175.33021984],[-40.42192988],[-2.66064]
[-175.58030602],[-36.14622359],[-3.03234027]
[-177.78952544],[-39.45900273],[-1.40985499]
[-175.80793724],[-38.96146667],[-2.21038307]
[-175.18166149],[-37.16130883],[-3.09564363]
[-175.9130012],[-35.93983639],[-1.99732808]
[-177.33682818],[-37.20103741],[-2.00581243]
[-177.3788912],[-37.10858484],[-2.00951522]
[-175.75663166],[-36.16312202],[-3.0817554]
[-176.65561058],[-37.55285205],[-1.45312487]
[-179.55808452],[-40.65174259],[-0.72349174]
[-175.44487617],[-42.35865031],[-3.23609141]
[-177.99465179],[-35.58553363],[-2.56179844]
[-174.33295254],[-41.06868669],[-3.9089838]
[-173.6011809],[-41.10140809],[-3.64798115]
[-176.14031512],[-36.96281607],[-2.53655869]
[-172.79840566],[-38.79998937],[-3.38623749]
[-176.37931877],[-37.97648463],[-2.97141419]
[-177.72574083],[-38.80371727],[-2.44221471]
[-176.94018871],[-39.0751292],[-2.59887994]
[-175.92997908],[-36.89241367],[-3.10665567]
[-176.33619054],[-39.61447446],[-3.14330261]
[-176.49069807],[-41.05565333],[-2.74776694]
[-177.29340367],[-40.77332315],[-1.1443662]
[-176.99750592],[-38.53544991],[-2.1402047]
[-176.24363789],[-41.88241394],[-1.95134451]
[-175.41542519],[-37.94228533],[-2.91204401]
[-175.74547592],[-36.44214857],[-3.92140488]
[-175.54707036],[-36.97510973],[-3.4585746]
[-176.38850507],[-40.54101213],[-3.10931351]
[-175.13091761],[-41.87226738],[-3.50097477]
[-175.04064948],[-39.71620521],[-3.87745961]
[-176.57026517],[-38.43556131],[-3.11919222]
[-175.86780289],[-40.36789343],[-3.04322309]
[-176.76554236],[-39.44400234],[-2.06351006]
[177.53996437],[-44.5299909],[3.83245951]
[-175.89935272],[-38.72978468],[-2.49587239]
[-177.35521444],[-40.84013253],[-2.22484552]
[-175.82914788],[-41.42036488],[-2.54428674]
[-177.10107042],[-40.19185112],[-1.87016579]
[-176.65994231],[-38.49420013],[-3.47023781]
[-177.95032425],[-37.0462435],[-3.10612696]
[-176.51004345],[-38.2594812],[-3.17915493]
[-177.51891797],[-37.72118368],[-2.37623958]
[-177.20876266],[-37.43298021],[-3.10121395]
[-177.44108705],[-38.46654653],[-2.73982876]
[-177.32616532],[-39.49122974],[-3.2934198]
[-176.46459029],[-37.38581642],[-3.10921642]
[-175.54835381],[-37.6340078],[-3.77962389]
[-175.51780106],[-39.36641249],[-3.35250533]
[-176.77893905],[-38.33605677],[-3.28882197]
[-177.66557113],[-37.65804885],[-2.52970676]
[-175.69658491],[-39.47462332],[-3.49618449]
[-177.07399141],[-39.68490029],[-2.74893769]
[-175.81561798],[-40.25488711],[-3.32544099]
[-175.73074669],[-39.07031527],[-3.17315725]
[-176.33272238],[-38.71266611],[-3.21204731]
[-175.52076652],[-41.5865277],[-2.88431098]
[-176.42194],[-39.99081067],[-2.17585574]
[-175.48998275],[-36.25146867],[-2.38772611]
[-176.26912872],[-39.96500039],[-0.38883447]
[-177.61667606],[-34.1178596],[0.57698832]
[-176.44300138],[-32.30607268],[0.10927069]
[-177.81657584],[-34.07398157],[0.95269488]
[-177.48928899],[-33.37627592],[0.74642314]
[-177.9928221],[-33.2666254],[0.95435521]
[-178.31874162],[-33.02028522],[0.9231307]
[-177.85469458],[-32.94404826],[1.01952642]
[-178.35100321],[-31.24119238],[1.01662662]
[-176.07370809],[-32.53085272],[0.87130489]
[-178.52136542],[-34.57777828],[1.38688109]
[-178.82001843],[-34.45954778],[1.55517921]
[-179.22022567],[-30.26693643],[1.46377843]
[-179.05512475],[-31.04577862],[1.51914567]
[-179.45517076],[-31.14606577],[1.34265861]
[-178.00782474],[-31.59243304],[1.78618501]
[-179.18540306],[-31.95289027],[1.84803529]
[-178.41657362],[-31.83776974],[1.69453999]
[-178.23763624],[-31.44693932],[1.74863336]
[-178.7868476],[-32.52195947],[1.6097489]
[-179.27052263],[-32.22992197],[1.87643032]
[-179.35795286],[-32.19564815],[1.54520904]
[-177.72873073],[-31.43663354],[0.96052067]
[-178.6769451],[-31.92843967],[1.43555833]
[-178.9170331],[-33.83879204],[1.56567067]
[-179.08175599],[-31.62682407],[1.90396144]
[-178.66635386],[-32.20926238],[1.97315051]
[-177.38343428],[-33.14405366],[1.4287128]
[-178.90694398],[-31.50200057],[1.96148014]
[-178.02011367],[-32.11623765],[1.96318869]
[-177.42754918],[-31.39299705],[1.75977065]
[-177.33905095],[-32.55448512],[1.71653163]
[-178.31771453],[-33.17004068],[2.4574838]
[-178.06209419],[-32.43939959],[1.92410404]
[-179.3236493],[-33.73801728],[2.2159105]
[-178.24706097],[-31.73238236],[2.10686257]
[-178.03209862],[-31.34247534],[2.17482774]
[-178.82278654],[-33.54884958],[2.74093486]
[-177.46908954],[-33.80763016],[2.20444182]
[-178.02015746],[-32.60710527],[2.9024906]
[-177.74162613],[-33.49254078],[2.93058971]
[-177.52994946],[-33.76865688],[2.98113602]
[-178.01873187],[-32.56788641],[2.90208737]
[-178.22334386],[-32.96948455],[2.0950211]
[-177.21715877],[-32.49163073],[2.31788457]
[-178.02018963],[-33.42351334],[2.14666394]
[-177.25908768],[-34.64849743],[3.0068874]
[-177.46830381],[-33.76811034],[2.20433454]
[-178.12820653],[-33.34407245],[2.45114046]
[-178.69967784],[-32.50249164],[2.79476379]
[-177.33908514],[-32.77268951],[2.26841046]
[-177.14264616],[-33.11200086],[3.06983655]
[-177.66648124],[-32.46250645],[2.0240754]
[-177.84292093],[-32.28139164],[2.17979702]
[-178.01873187],[-32.56788641],[2.90208737]
[-177.28647875],[-31.18558362],[3.11295126]
[-177.97114554],[-32.48817192],[2.79805297]
[-177.41984973],[-32.22699135],[3.04306139]
[-178.22693918],[-33.15152967],[2.87764613]
[-176.97088934],[-32.85942875],[2.34538381]
[-177.2611699],[-32.9222072],[2.11097063]
[-178.20619273],[-33.18394649],[3.18956279]
[-177.61696176],[-33.62402285],[2.00142283]
[-177.96389486],[-32.32994337],[2.32679082]
[-177.06965231],[-32.1645763],[2.17066474]
[-178.25956446],[-31.74060232],[2.84400881]
[-177.88276469],[-30.75443126],[2.39889234]
[-177.89519505],[-31.66272957],[2.35069252]
[-178.35157888],[-31.12578378],[2.83310501]
[-177.89355597],[-33.02966938],[2.83506481]
[-179.22230413],[-32.05932562],[3.44370958]
[-177.5091778],[-32.08208501],[2.80429963]
[-178.32164008],[-30.90970695],[2.65058642]
[-177.04067774],[-32.57104584],[2.16616167]
[-178.2010296],[-31.82907678],[2.65076951]
[-177.84118457],[-32.7215594],[2.87906857]
[-176.50770479],[-33.8196736],[2.22228251]
[-175.86186714],[-33.78520057],[1.79260356]
[-176.99032935],[-33.91200507],[2.1326869]
[-177.65138128],[-33.23999148],[1.82384168]
[-177.67843494],[-31.11492377],[2.08853627]
[-177.75335688],[-32.65161173],[1.82114904]
[-177.72026091],[-31.92783164],[1.90732929]
[-177.80856319],[-33.34620197],[2.17770812]
[-178.04838222],[-32.48219909],[2.12383067]
[-177.52285234],[-31.7331355],[2.22422688]
[-177.99722729],[-32.26832053],[2.71196623]
[-177.55116003],[-32.08320256],[2.9589969]
[-176.76032233],[-33.60355406],[2.32552663]
[-177.13738024],[-32.0879071],[2.30624091]
[-176.93409344],[-34.2458979],[2.84752833]
[-176.05934688],[-32.21752717],[2.94861879]
[-174.32025897],[-33.6563608],[3.40078044]
[-174.22743586],[-32.26240611],[2.88942969]
[-175.5936549],[-33.10092682],[3.7379334]
[-175.89036352],[-32.38824265],[3.13287882]
[-176.121235],[-33.50896342],[4.35614568]
[-176.6466855],[-31.40020903],[4.23345746]
[-176.45409085],[-31.67003082],[3.93946062]
[-176.17849161],[-31.22482356],[4.05677412]
[-175.62849498],[-31.82405992],[3.62840024]
[-175.81105762],[-29.5956246],[3.58220437]
[-174.77393921],[-29.9385308],[3.81617987]
[-174.927247],[-29.64810548],[3.79624505]
[-173.68321855],[-30.63423912],[3.44963848]
[-174.67445649],[-31.43840649],[4.21588483]
[-173.74700792],[-30.16990685],[3.51948275]
[-173.67891111],[-32.9452202],[3.26279642]
[-174.51079983],[-28.98968909],[3.75627739]
[-174.36623947],[-31.30528397],[3.03953559]
[-174.77977779],[-30.68118812],[3.7342996]
[-174.32288775],[-32.72906441],[3.58351468]
[-174.69446123],[-30.95598547],[3.95945231]
[-175.12555751],[-32.15601427],[4.3163217]
[-174.94377805],[-30.35988995],[4.46113222]
[-173.97928382],[-25.09854976],[4.78646125]
[-172.82238539],[-17.45628615],[5.2899329]
[-171.32991781],[-6.52135583],[6.82048748]
[-168.62961922],[22.40742039],[9.27702963]
[-165.55598939],[25.7148185],[9.88386378]
[-163.62487117],[29.61845494],[11.17630202]
[-160.55757079],[29.6909946],[11.37938197]
[-160.00220509],[29.37785898],[12.25393853]
[-154.46648066],[26.14918225],[14.41593199]
[-153.30360599],[23.924222],[14.06749529]
[-154.38637834],[25.86247968],[13.89677868]
[-153.26710815],[24.35016234],[14.542098]
[-153.63269222],[26.13434354],[14.61298867]
[-152.18682429],[26.3769642],[14.02704697]
[-149.80056923],[25.89742465],[14.74776464]
[-151.23593905],[24.9390118],[14.62709875]
[-156.77637557],[27.84508051],[13.05253396]
[-152.36212281],[24.82936231],[15.12508601]
[-151.82535627],[24.70731114],[14.96223259]
[-155.59586132],[25.91296244],[14.21951342]
[-153.18867497],[23.66643486],[14.15820238]
[-152.59588669],[23.29190979],[14.30929965]
[-156.26026483],[24.43825917],[12.77195001]
[-154.74006028],[23.77049345],[13.16948659]
[-157.12095639],[23.55369644],[12.38447547]
[-154.21837472],[23.05345186],[12.46443642]
[-154.21173461],[20.51383713],[12.22133996]
[-154.19494474],[19.53061841],[11.49940053]
[-154.64924139],[21.09807931],[11.44201364]
[-154.10055578],[20.79017861],[11.3423189]
[-157.22832175],[22.55062071],[11.43756236]
[-156.34273071],[21.48664426],[11.65647858]
[-156.64022457],[20.58377203],[11.21840429]
[-156.42642377],[19.78437378],[11.31452176]
[-157.05288732],[19.63074619],[10.21508714]
[-157.05243644],[20.87753999],[10.74448243]
[-158.34375368],[22.99057352],[11.41852136]
[-159.43387082],[22.67862087],[10.46318509]
[-161.35042875],[22.4379517],[11.04593015]
[-161.00966651],[24.09270848],[11.62158487]
[-160.98717961],[23.60156546],[10.74741309]
[-159.53954821],[21.26528076],[10.54605132]
[-158.84097047],[20.46711032],[10.27553798]
[-160.18276785],[21.1928253],[10.06837964]
[-161.18706401],[22.41999503],[10.50783503]
[-159.71611275],[20.6475042],[10.10491798]
[-161.12225743],[21.09758799],[9.91185111]
[-160.95813717],[21.79616375],[9.38729673]
[-159.92410862],[18.244261],[9.66491129]
[-161.67398034],[22.00539455],[8.94823369]
[-162.72313641],[20.53327132],[8.51461216]
[-162.87901506],[23.65836658],[8.3996713]
[-162.88899028],[23.73676281],[8.19017856]
[-162.60156798],[23.2368684],[8.92399362]
[-163.38317388],[22.77349963],[8.993078]
[-163.56519039],[23.73752394],[8.43133386]
[-165.64622285],[26.3433108],[8.67587277]
[-162.51010854],[25.21674949],[9.06260712]
[-161.92181863],[24.6841012],[9.17595871]
[-162.44229467],[21.64283783],[8.79036053]
[-162.09598594],[23.88140831],[9.11095271]
[-161.56458662],[25.25048527],[10.00199811]
[-162.1189324],[24.20079499],[9.51755303]
[-162.50631463],[25.27575023],[10.03050698]
[-163.0764613],[25.52006019],[9.56520406]
[-163.14399042],[24.59322319],[9.61755749]
[-160.03219436],[21.43635126],[9.47040927]
[-160.51632752],[23.04397435],[9.36318305]
[-162.1446799],[23.77102484],[9.43846781]
[-162.5727923],[23.86240275],[9.51553652]
[-163.9396321],[25.29691812],[9.39216963]
[-162.82097547],[23.89445502],[9.43648319]
[-165.28710703],[26.18715125],[10.14733592]
[-164.41100852],[25.79256394],[9.4570976]
[-164.46617475],[28.22640051],[9.89298893]
[-167.50951145],[29.40891862],[9.08747768]
[-167.19714608],[29.06160036],[9.14955517]
[-166.29293769],[27.19469764],[9.1776495]
[-165.74408978],[27.01520606],[9.87172435]
[-166.43221233],[27.16612466],[9.29899664]
[-165.70797187],[25.58280648],[9.23988037]
[-166.27332588],[30.53127317],[10.54429815]
[-165.49896228],[28.4037168],[10.90143108]
[-165.91305571],[29.21040083],[10.19827208]
[-166.02317904],[28.59219278],[10.0631849]
[-166.36709618],[29.74890904],[9.3041721]
[-163.45221126],[30.26584245],[9.74364108]
[-164.09014168],[24.43596965],[9.31766708]
[-164.12542071],[24.4573223],[8.50243103]
[-163.3737683],[21.24555875],[7.93049566]
[-163.49990874],[16.00082712],[4.61271105]
[-167.76429739],[0.09175047],[1.01074169]
[-167.35522958],[-9.946478],[-7.36809273]
