9000,8868,0.985333333
[-169.97440328],[-17.60867261],[-9.56001062]
[-171.63970618],[-21.22887713],[-10.71231917]
[-171.52198432],[-25.37462601],[-12.07648231]
[-170.86389831],[-25.19115367],[-12.50125255]
[-171.90925878],[-22.80864978],[-13.52965627]
[-171.31845242],[-19.97059903],[-13.40888395]
[-171.53341017],[-18.19114213],[-13.87766634]
[-171.21584301],[-20.06838802],[-13.55992237]
[-171.54293499],[-19.89953597],[-12.32819461]
[-171.14606508],[-21.56310142],[-11.04249447]
[-172.05750162],[-21.23962736],[-10.39309005]
[-173.00587139],[-20.72802585],[-10.84370087]
[-172.69492833],[-22.10201242],[-10.55756771]
[-173.95171287],[-19.21692389],[-10.02937939]
[-173.93142788],[-19.7602442],[-9.38434254]
[-175.57900342],[-24.44029787],[-9.46558157]
[-174.55741062],[-22.755577],[-8.63404689]
[-175.23797407],[-23.07606865],[-9.01550311]
[-174.95503685],[-18.11148984],[-9.28827985]
[-174.14718196],[-18.90870617],[-8.02381797]
[-172.53493987],[-19.01088278],[-7.83054217]
[-172.70233423],[-18.22232442],[-7.4739474]
[-173.20296292],[-20.24308796],[-7.74910841]
[-172.53975858],[-21.44051574],[-7.29805694]
[-171.78700794],[-22.36571935],[-7.6381632]
[-172.03331388],[-20.96349877],[-7.91931668]
[-172.93690715],[-19.25736984],[-8.21772998]
[-174.13984225],[-22.21331059],[-7.56612887]
[-172.88981138],[-21.0991041],[-7.2148813]
[-173.32900741],[-19.89149023],[-7.31750911]
[-174.31862905],[-21.8010333],[-7.38922668]
[-173.66185721],[-20.59157251],[-6.99921136]
[-173.87757214],[-20.22212285],[-7.59353771]
[-172.82463204],[-19.29653894],[-7.48662769]
[-172.09161557],[-22.71560996],[-7.21313027]
[-173.33328582],[-21.00292882],[-6.78598644]
[-172.58024122],[-20.59451697],[-6.0441597]
[-173.04805642],[-21.05772311],[-6.13277406]
[-173.70503219],[-21.23761013],[-4.92412739]
[-175.83054038],[-20.93669788],[-5.74228537]
[-174.18373951],[-20.51823827],[-4.5121117]
[-175.40799728],[-24.17896717],[-4.46951433]
[-174.80110692],[-23.39581339],[-4.81206012]
[-175.10058608],[-22.28208969],[-4.56675843]
[-172.82348787],[-22.97489922],[-5.16183565]
[-172.85850154],[-21.35818137],[-4.61463785]
[-173.34195929],[-20.47444216],[-4.66091108]
[-173.99240159],[-21.70799518],[-4.69717407]
[-173.1858907],[-22.62812983],[-4.96450932]
[-174.57395807],[-23.96995448],[-3.60640939]
[-173.57043777],[-23.87212122],[-3.83019042]
[-174.22861346],[-25.11707472],[-3.67345125]
[-171.77055726],[-25.48995429],[-4.11070573]
[-172.78229838],[-24.77569972],[-3.34981304]
[-171.9119631],[-26.14164496],[-3.78865101]
[-173.08268982],[-21.93987277],[-3.26653775]
[-172.6716608],[-23.48014385],[-4.09773835]
[-172.66120782],[-23.32629599],[-3.56493901]
[-170.88685933],[-21.49403814],[-3.93377201]
[-172.32107083],[-23.72198308],[-4.08161352]
[-173.13796541],[-22.83516197],[-3.72499667]
[-172.95936033],[-21.46851147],[-3.34626637]
[-173.78613275],[-21.32540784],[-4.0192715]
[-173.32571515],[-20.82102633],[-4.41824179]
[-174.81167135],[-18.96313858],[-3.39826923]
[-174.78412325],[-20.70061771],[-4.50912882]
[-175.59942608],[-22.06206967],[-3.52869118]
[-173.46406122],[-21.45527885],[-3.36467767]
[-172.3929726],[-20.07105391],[-3.8959515]
[-174.35216709],[-21.5237252],[-3.1144581]
[-173.06221214],[-22.36922102],[-3.47816891]
[-174.78565544],[-22.02162134],[-2.72537223]
[-172.70354554],[-22.25852296],[-3.47196725]
[-173.80740923],[-21.70661434],[-3.17978984]
[-173.44835974],[-21.80403426],[-3.08813112]
[-174.03192988],[-20.09226289],[-3.16436056]
[-173.90942811],[-22.44651353],[-3.23456426]
[-172.55613025],[-22.31921066],[-3.33840168]
[-173.83109869],[-20.49108712],[-2.83497949]
[-174.39784191],[-22.47165759],[-2.98231589]
[-174.91628022],[-17.73829507],[-3.05538942]
[-172.06752383],[-24.85838371],[-2.46554972]
[-172.51747594],[-23.6427232],[-2.20500313]
[-173.7130106],[-22.02496988],[-1.93171311]
[-172.03370842],[-23.08722864],[-1.66741496]
[-172.0074546],[-24.66805953],[-1.92711164]
[-172.83986503],[-23.84081302],[-1.26359056]
[-172.75934843],[-24.56024031],[-2.01870137]
[-173.21993273],[-23.12177503],[-1.35650174]
[-173.16646956],[-22.88346449],[-0.74433289]
[-170.77563635],[-23.98407405],[-1.41955858]
[-171.35605651],[-22.86653991],[-1.51943887]
[-172.34966759],[-24.03458535],[-0.76745513]
[-172.65059281],[-25.48387047],[-1.25270576]
[-172.82961712],[-27.37216449],[-0.59076177]
[-175.66013763],[-25.49992196],[0.40995028]
[-174.54122408],[-26.60201172],[0.34060304]
[-173.88412613],[-25.51686612],[0.04191241]
[-173.77240786],[-24.60646234],[-0.15094528]
[-173.45674525],[-24.21855924],[-0.05231677]
[-173.26723467],[-24.58082058],[-0.0186801]
[-172.8738965],[-23.44297085],[-0.88482624]
[-172.91318902],[-23.86946135],[-0.28264522]
[-170.85674334],[-25.71266007],[0.18577128]
[-170.37748994],[-25.35880139],[-0.20263246]
[-175.97433626],[-24.5943154],[1.61751322]
[-174.02376161],[-22.87392162],[1.47110094]
[-175.14980813],[-27.97098079],[1.76408087]
[-173.53752507],[-27.11754312],[0.63804738]
[-172.30171162],[-26.135662],[0.52742022]
[-172.37692557],[-23.40232188],[0.46262909]
[-170.79099392],[-23.68408084],[0.08941666]
[-173.87904568],[-25.06000766],[1.13316261]
[-174.44549817],[-25.48769219],[1.58303677]
[-172.38857183],[-25.87945315],[0.91981721]
[-171.81146053],[-26.7260238],[0.55520442]
[-170.80082138],[-24.12651182],[0.76450793]
[-169.35691789],[-23.96359588],[0.58358602]
[-169.51581491],[-25.85159115],[0.35404238]
[-168.70324123],[-21.02475886],[-0.38174267]
[-169.72935123],[-24.90853792],[0.37164238]
[-169.38663493],[-20.18139475],[0.13538069]
[-169.20208254],[-20.95086173],[-0.49820659]
[-169.87869168],[-20.84683645],[0.07344321]
[-170.60244783],[-21.98309342],[-0.09868539]
[-171.56199814],[-21.1785349],[0.25163944]
[-172.21010544],[-22.26243203],[2.18838507]
[-172.1682818],[-20.42082788],[0.82373789]
[-170.75358831],[-22.28837851],[0.6488185]
[-169.12460464],[-21.35454977],[0.25849049]
[-170.2090103],[-19.52012563],[0.00300857]
[-170.45696091],[-20.64073641],[0.52978308]
[-170.77135766],[-19.36343462],[0.49973096]
[-170.67141176],[-21.28068325],[-0.1524164]
[-169.69093691],[-20.89012988],[0.13953353]
[-168.33138207],[-22.59274451],[0.03483001]
[-168.88146209],[-21.12035538],[-0.24013944]
[-168.17938129],[-22.59688451],[0.00893721]
[-168.697272],[-22.51720198],[-0.13355222]
[-169.02012535],[-21.4445838],[0.31159976]
[-170.00374851],[-20.08568909],[0.02034844]
[-171.22086449],[-22.85747499],[0.28939037]
[-170.9894291],[-21.96796699],[0.05532817]
[-171.3570612],[-20.17345083],[-0.06259609]
[-170.87566169],[-21.57976629],[-0.23099637]
[-169.69792227],[-23.2401805],[0.04189259]
[-169.74112017],[-22.20544306],[0.03276258]
[-170.01308163],[-21.69984496],[0.71279527]
[-168.63791436],[-20.84889877],[0.58824567]
[-169.42722615],[-22.98369508],[0.14149183]
[-169.23116533],[-20.86906406],[0.8781807]
[-173.14947085],[-23.8810839],[1.28101169]
[-172.13876214],[-22.82536986],[1.51830127]
[-171.73225808],[-25.27039939],[1.02010623]
[-170.96971631],[-22.09127578],[0.45664976]
[-170.7369159],[-25.08708671],[0.38428103]
[-168.58131317],[-22.36445528],[-0.24384812]
[-171.02803938],[-22.72553822],[0.25596823]
[-168.64162587],[-22.86228032],[0.5258647]
[-168.36118806],[-23.32770496],[-0.04615213]
[-169.88771352],[-23.26653978],[0.7828544]
[-170.22833258],[-23.48215912],[0.84688527]
[-169.01632378],[-22.03386111],[0.25207264]
[-169.88442191],[-24.977157],[0.43571224]
[-170.70760525],[-25.15530467],[1.03066643]
[-171.50688668],[-25.76631728],[1.4129045]
[-171.17157898],[-24.9709469],[1.41219895]
[-171.84717792],[-23.18918098],[0.87525687]
[-171.13760948],[-25.25603536],[1.05962289]
[-170.61185477],[-22.22143945],[0.75004853]
[-170.26176733],[-23.50923736],[0.8989673]
[-169.27523786],[-22.5802688],[1.17547547]
[-170.38776951],[-22.56438682],[0.8315216]
[-170.67775858],[-22.2071905],[0.9387209]
[-171.55017385],[-23.72503737],[0.50158561]
[-170.68791876],[-22.95885151],[0.65399436]
[-172.44566846],[-19.75453396],[1.59825064]
[-169.49106709],[-21.27899031],[0.37498131]
[-170.82504347],[-20.62011373],[0.76145367]
[-169.68064859],[-22.85127764],[0.50445723]
[-170.87583071],[-22.5642053],[0.66953823]
[-171.46516948],[-25.31179315],[0.44551575]
[-170.74293505],[-23.50429455],[0.73707786]
[-171.61433005],[-23.54514008],[1.27598415]
[-170.9628361],[-24.59470698],[1.36381265]
[-169.95375201],[-24.06181629],[0.47060995]
[-169.7218285],[-23.79453822],[0.23233636]
[-170.58104008],[-23.99002347],[0.98947319]
[-171.99427263],[-24.00029074],[1.1154014]
[-169.93971803],[-22.84628237],[0.83127188]
[-169.9268805],[-21.23936808],[0.84278636]
[-169.60575731],[-23.61669778],[0.93579971]
[-170.07744217],[-22.99147655],[0.8214569]
[-170.97414416],[-23.00906837],[1.36605464]
[-174.310835],[-27.22247566],[-0.83796508]
[-172.37246788],[-30.09594783],[-3.36536059]
[-171.99784335],[-25.99356744],[-6.15441525]
[-170.34741637],[-26.0244885],[-7.55477814]
[-171.07708231],[-26.92110227],[-6.94630898]
[-171.21374974],[-24.84360582],[-7.1654231]
[-170.17935262],[-26.30534013],[-5.09547568]
[-169.91792851],[-23.8842764],[-3.39719975]
[-169.7453453],[-23.25638319],[-4.1741724]
[-170.25224212],[-22.51042609],[-4.19368508]
[-168.97901912],[-22.56145309],[-3.18941136]
[-170.89228884],[-26.58792568],[-3.28345695]
[-169.80157812],[-23.2981281],[-3.73549534]
[-170.68187955],[-25.38007597],[-3.3234718]
[-170.60414255],[-26.44985991],[-3.49671855]
[-169.95590976],[-24.83364807],[-2.0570795]
[-171.11984316],[-25.24015365],[-2.73551654]
[-170.05837339],[-26.68570003],[-2.38459712]
[-170.70191793],[-24.05559533],[-1.96093075]
[-170.65037181],[-21.26537389],[-1.25958404]
[-171.06246427],[-25.71906734],[-0.23003088]
[-173.45299267],[-29.31156267],[0.38959442]
[-171.89076195],[-25.40604557],[-0.54105691]
[-170.27557748],[-24.75927675],[-1.69437269]
[-171.79511936],[-27.83920406],[-0.43112472]
[-170.43190187],[-25.43310742],[-0.9584995]
[-170.28872922],[-25.21752138],[-1.14144809]
[-169.97310366],[-25.45017573],[-1.06019706]
[-170.27626781],[-25.59893385],[-0.53591263]
[-170.35788702],[-24.21563374],[-0.26197945]
[-171.79997004],[-26.52012094],[-0.2503221]
[-169.1032432],[-26.15865254],[-1.59371955]
[-169.27885096],[-24.11464976],[-1.06160478]
[-170.03483312],[-25.14329088],[-0.81213904]
[-170.42550599],[-25.88877927],[-0.39551916]
[-170.23089175],[-24.20026879],[-0.35425402]
[-170.46308066],[-22.81969404],[-0.5698588]
[-168.87755861],[-24.82470283],[-1.36367525]
[-168.6007097],[-23.34258087],[-1.08984605]
[-172.55276584],[-21.54058249],[0.11290037]
[-172.24860692],[-20.65160416],[0.22034362]
[-170.78957999],[-19.38461439],[-0.1943994]
[-170.32206966],[-21.31248224],[-0.20690949]
[-169.2793084],[-23.36166068],[-0.61949409]
[-170.01896417],[-22.28274172],[-0.7419356]
[-169.1370903],[-22.20822358],[-0.59434444]
[-169.20931094],[-22.78892632],[-0.60729868]
[-170.55348349],[-20.84505603],[-0.23044477]
[-170.72695373],[-22.34443439],[-0.36934833]
[-170.50942731],[-23.36007039],[-0.37800485]
[-170.81117156],[-22.4063903],[0.15336301]
[-171.05771831],[-23.74405184],[0.03785297]
[-167.83095456],[-23.6441318],[-1.16622292]
[-171.18649451],[-22.82010015],[-0.02850064]
[-171.56616711],[-23.42566684],[0.34897037]
[-170.45074473],[-21.29311823],[0.03009951]
[-169.37911514],[-22.22478732],[0.00041848]
[-169.71227738],[-21.41163122],[-0.1018607]
[-171.38882637],[-22.2876813],[-0.2577702]
[-170.65805044],[-24.0592841],[0.05537854]
[-169.87500142],[-23.80735991],[-0.16308304]
[-169.10000232],[-22.74305494],[-0.68549377]
[-169.95297142],[-22.74486692],[-0.15954485]
[-169.14679953],[-22.11424574],[-0.53515401]
[-170.67408377],[-22.52610641],[-0.69354325]
[-169.85193118],[-22.31164179],[-0.45582594]
[-170.25557317],[-23.19272562],[-0.35687068]
[-169.61738014],[-22.60365177],[-0.14447803]
[-169.34232491],[-23.73862302],[-0.65325859]
[-169.1380358],[-23.89895122],[-0.13235916]
[-168.96306296],[-24.2183054],[-0.39269802]
[-169.72034957],[-23.15234246],[-0.49976569]
[-170.87088722],[-24.52688561],[0.37295725]
[-170.13180435],[-24.31289549],[0.26984775]
[-170.63951402],[-24.34944396],[-0.45287624]
[-170.8516601],[-24.44649992],[0.08814267]
[-171.60667298],[-24.98521747],[0.5327492]
[-170.0084208],[-24.564826],[0.89481202]
[-172.6920901],[-28.37454256],[0.07566628]
[-171.45090107],[-26.12657706],[-0.08735754]
[-173.76019018],[-26.96520778],[-0.08087292]
[-172.89025596],[-24.86204973],[-0.51895563]
[-171.61966313],[-27.68572726],[0.3076029]
[-171.5242476],[-25.61266715],[-0.48364745]
[-171.15613731],[-26.70856269],[0.04642497]
[-173.23134244],[-29.08177872],[0.23732356]
[-173.05794279],[-27.43097542],[-0.30970069]
[-172.75087706],[-28.20540493],[-0.44030454]
[-172.83138594],[-27.30062012],[-0.18848919]
[-172.9819465],[-26.18996261],[-0.25300948]
[-173.05648348],[-29.94992065],[-0.3548684]
[-171.61921695],[-29.35881537],[-0.17398322]
[-171.49817888],[-30.04986718],[0.2112628]
[-173.22282304],[-27.44089935],[0.23304496]
[-173.10827166],[-29.06762573],[0.85746876]
[-171.78521387],[-28.20249523],[0.80165141]
[-171.99420002],[-27.09995956],[1.32613918]
[-172.33134931],[-28.00413842],[1.2651692]
[-171.63074108],[-27.5257296],[0.91802504]
[-171.04828261],[-29.96390249],[0.96127954]
[-170.80021461],[-27.2239683],[1.06011133]
[-171.8438296],[-27.3355972],[1.59370112]
[-172.27127714],[-29.16625944],[1.44363151]
[-173.33630164],[-30.52773459],[1.60966804]
[-173.33230834],[-30.98762551],[1.58881657]
[-172.1459086],[-28.74636812],[1.87381898]
[-171.83768266],[-30.10251437],[1.12973]
[-173.15946143],[-26.24573376],[1.7640692]
[-172.94638488],[-28.74232288],[1.46977902]
[-171.91011797],[-28.952074],[1.169832]
[-172.53521078],[-28.82837468],[1.72656004]
[-171.20982211],[-27.87348491],[0.72308563]
[-173.01670618],[-28.9755595],[0.88598888]
[-170.92562735],[-29.80782408],[0.56016874]
[-172.65356397],[-29.6926925],[0.96572797]
[-171.86239736],[-30.29521272],[0.42625798]
[-171.49183758],[-30.90264383],[0.40035135]
[-169.94031238],[-29.29021775],[-0.02029191]
[-170.63408255],[-28.7995624],[0.29968293]
[-170.81646062],[-26.7032853],[0.95606974]
[-172.03387979],[-26.26325343],[0.7064231]
[-171.4375502],[-26.88328999],[0.76824064]
[-171.57863643],[-28.07094081],[0.37177734]
[-172.40559425],[-28.05793051],[0.45058942]
[-171.00370497],[-27.84849582],[0.35885004]
[-171.17636116],[-28.06826097],[0.31381711]
[-172.34309473],[-27.58579506],[0.2324242]
[-172.81586768],[-24.0995502],[-0.01464806]
[-172.95862114],[-23.51812864],[0.82829796]
[-174.05064176],[-22.23575485],[1.5699479]
[-173.49941926],[-24.78531637],[1.76900958]
[-173.7201839],[-26.41569374],[2.26894298]
[-173.46333346],[-25.38495524],[2.8163082]
[-173.79572758],[-26.96903568],[2.69883144]
[-173.93383634],[-25.80936303],[2.88363424]
[-173.92578703],[-25.43853222],[2.35296761]
[-174.44564877],[-26.47767042],[2.73714477]
[-174.43150272],[-24.94462648],[3.80581943]
[-174.29458994],[-27.86655481],[3.40825045]
[-174.37635911],[-26.21101377],[2.9847946]
[-174.06992631],[-27.40705754],[3.7228599]
[-173.66247147],[-29.37680568],[3.33567923]
[-174.21765368],[-30.35848697],[3.17256729]
[-173.97521818],[-28.65284186],[3.21314613]
[-174.17508256],[-30.19663044],[2.20842374]
[-175.59757091],[-29.44762697],[2.76420375]
[-175.5645739],[-29.43577922],[2.71381365]
[-175.67608847],[-30.22577133],[2.28436697]
[-175.70668871],[-30.96825565],[2.17311653]
[-176.51858099],[-30.31406905],[3.27619061]
[-176.07705519],[-28.6906649],[2.73091201]
[-175.75462835],[-29.95592364],[2.18717084]
[-176.88791961],[-28.85143929],[2.86954302]
[-175.80465117],[-29.99933441],[2.53006727]
[-176.19534458],[-30.58616747],[2.21861446]
[-175.09192384],[-30.42810456],[1.93222062]
[-175.67509986],[-30.77139027],[1.77010576]
[-176.78813709],[-29.43377037],[2.32179696]
[-176.22131882],[-30.43808716],[2.44354512]
[-176.37006482],[-31.12684113],[1.59231556]
[-176.95846579],[-30.52192081],[1.08347458]
[-175.70189433],[-30.62898777],[0.83644496]
[-176.07666015],[-30.92447009],[0.00135069]
[-176.14134931],[-31.78008847],[-0.58681322]
[-176.31580541],[-32.16943862],[-0.68100341]
[-178.05436004],[-29.18530826],[-0.51684082]
[-176.28929517],[-30.1990975],[-1.23287715]
[-176.27672687],[-30.15919495],[-1.94683969]
[-176.75654992],[-28.58881182],[-2.14733438]
[-176.33044249],[-28.85265933],[-1.7125113]
[-176.82493831],[-28.74062291],[-1.29567041]
[-177.10338076],[-29.60489519],[-1.43098311]
[-176.80077313],[-30.16978944],[-1.3798209]
[-176.79343705],[-30.71418271],[-1.12549867]
[-177.48132901],[-30.58896614],[0.52218351]
[-176.83765392],[-30.87875665],[0.16199961]
[-177.02876646],[-30.72222047],[0.64673668]
[-177.11360659],[-29.589941],[1.93816871]
[-177.26831766],[-30.58584736],[1.84531376]
[-177.07992166],[-29.59491129],[3.53173619]
[-177.22699498],[-30.83012242],[3.49380171]
[-176.82127034],[-30.58652313],[3.58159064]
[-175.9946068],[-31.7265943],[3.31414231]
[-177.10682511],[-31.26789887],[3.42439874]
[-176.72055312],[-31.10434425],[3.92001816]
[-177.32485144],[-31.16026835],[4.30468532]
[-177.11040539],[-31.62228654],[3.77404034]
[-176.97736722],[-30.49397197],[3.84998034]
[-177.81715604],[-29.91154094],[3.64902946]
[-178.12846169],[-30.87111701],[3.56818047]
[-178.14579741],[-30.56209456],[3.04878854]
[-176.08220862],[-31.11464905],[2.23310703]
[-178.2035856],[-29.97802129],[2.14813842]
[-177.39592372],[-30.54354328],[2.08791439]
[-176.95961273],[-30.15701454],[1.67934343]
[-178.14292518],[-29.68338189],[1.44519356]
[-177.96946749],[-29.76502203],[1.30323876]
[-176.6405676],[-29.64808103],[0.8951041]
[-177.32085022],[-29.98077992],[0.70760806]
[-177.67387568],[-29.29752139],[1.00753857]
[-177.67387568],[-29.29752139],[1.00753857]
[-176.62532673],[-27.93924058],[0.08060126]
[-177.70366336],[-28.38034172],[0.69582239]
[-177.76980947],[-29.74575382],[0.59815904]
[-177.9971112],[-29.34150203],[1.06183254]
[-178.22937654],[-29.40790344],[1.36164374]
[-178.66476289],[-27.03407945],[1.72424448]
[-178.3452533],[-27.77629078],[1.47187882]
[-178.96644255],[-28.22288031],[2.06503906]
[-179.71762522],[-26.84916083],[2.28556156]
[-178.75950897],[-27.89151842],[1.704624]
[-179.05495955],[-27.29685058],[1.48849558]
[-179.8156964],[-26.85128977],[1.87289465]
[-179.42492995],[-27.56501223],[1.95200272]
[-179.70589987],[-28.81956683],[1.78301044]
[-178.98909656],[-25.5980256],[1.72657427]
[-178.13923519],[-27.67998632],[1.28212926]
[-179.0224667],[-27.6103064],[1.93673685]
[-178.98771865],[-27.25038014],[1.58967553]
[-179.5808578],[-26.92152613],[1.87394232]
[-179.53288308],[-28.37837186],[2.28383285]
[-178.18734524],[-27.49512358],[1.37215728]
[-178.77655037],[-27.09486674],[1.27929138]
[-178.03519851],[-27.77768272],[1.42088504]
[-179.16787866],[-27.68119434],[2.43539069]
[-178.14203754],[-28.06573838],[1.35765339]
[-179.02480544],[-27.68691122],[1.92656497]
[-179.55076876],[-27.52316241],[2.3766719]
[-178.03519851],[-27.77768272],[1.42088504]
[-179.74778473],[-26.98309536],[2.28336765]
[-178.06963483],[-26.79484843],[1.10477927]
[-179.61391341],[-27.37116059],[2.21136079]
[-178.48320856],[-26.00536646],[1.38454845]
[-178.5935503],[-25.22864053],[1.60462886]
[-179.15204567],[-27.47536314],[1.06942835]
[-177.57862075],[-27.49592766],[1.79419915]
[-177.44450102],[-26.83145155],[2.64983396]
[-179.03684812],[-24.52435633],[2.38437537]
[-177.87682489],[-27.25794037],[1.9356708]
[-178.63526128],[-26.06598305],[1.88189448]
[-177.75021147],[-24.51517344],[2.19546795]
[-177.9348981],[-26.21559352],[2.04350838]
[-178.53769486],[-25.41370588],[1.89778797]
[-178.36768366],[-23.6209015],[2.04362694]
[-179.41083539],[-27.26904083],[2.12915424]
[-178.82790989],[-26.83445378],[2.3139951]
[-179.49275845],[-27.45392386],[2.02189575]
